,amenities,usableAreas,description,title,unitTypes,parkingSpaces,suites,bathrooms,usageTypes,bedrooms,neighborhood,lat,lon,condoFee,rentPrice,iptu
10,"['CLOSET', 'LAUNDRY', 'AIR_CONDITIONING', 'GOURMET_BALCONY']",202.0,"Apartamento à Venda/Aluguel, 202m² por R$ 1.450.000. Meireles - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>Port ideal \n4 suítes \nMaster com Closet \nAr condicionado \nVaranda \n\nRouparia \n\n3 suítes plenas \n1 suíte reversível \n\nDCE \n\nLavanderia \n\nCozinha ampla com armários \n\nCortina de vidro sala e varanda \n\n3 vagas de garagem -",Execelente ap. perto da Beira Mar,APARTMENT,3.0,0.0,0.0,RESIDENTIAL,4.0,Meireles,-3.725198,-38.509396,1300,7000,0
12,"['KITCHEN', 'ELEVATOR', 'INTERCOM', 'SERVICE_AREA']",65.0,"Apartamento projetado entre as avenidas Santos Dumont e Heráclito Graça, próximo à faculdade Ari de Sá, Cometa, com fácil acesso ao Hospital São Camilo e outras facilidades.<br>Dispõe de 65 m², sala ampla, varanda, 3 quartos sendo 1 suíte, cozinha americana, banheiro social, área de serviço e 2 vagas.<br>Venha conhecer! -",Apartamento com 3 quartos para alugar próximo à Av. Santos Dumont,APARTMENT,2.0,1.0,1.0,RESIDENTIAL,3.0,Aldeota,-3.733777,-38.516154,504,1600,508
13,"['POOL', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PLAYGROUND', 'SPORTS_COURT', 'KITCHEN', 'INTERCOM', 'SECURITY_24_HOURS']",42.0,"Localizado próximo a Cagece, Atacadão, 16º Distrito Policial, Auto Escola Gêmeas, Correios, Br- 116, aeroporto Pinto Martins, CRAS, com fácil acesso ao CEU - Condomínio Espiritual Uirapuru, Churrascaria Arena Restô, Arena Castelão, Secretaria do Esporte, CFO Arena, Av. Dr. Silas Munguba, Colégio EEFM Deputado Paulino Rocha, Banco do Nordeste e outras conveniências.<br>Apartamento com tela de proteção dispõe de 41,81 m², sala ampla, 2 quartos, banheiro social, cozinha americana, área de serviço e 1 vaga de garagem.<br>Venha conhecer! -",Apartamento com 2 quartos para alugar no bairro Dias Macedo,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Boa Vista-Castelão,-3.789151,-38.517778,253,800,272
14,"['KITCHEN', 'ELEVATOR', 'INTERCOM', 'GARDEN', 'SERVICE_AREA']",114.0,"Localizado há 1 quadra da Av. Monsenhor Tabosa, próximo à Benévolo Café e Gelato, Academia Smart Fit, Supermercado Pinheiro, com fácil acesso à Av. Beira Mar, Farmácia Drogasil, Habib's, Farmácias Pague Menos e outras conveniências.<br>Dispõe de 114m² com sala, cozinha, 3 quartos, sendo 1 suíte com ar condicionado, banheiro social, varanda com vista para o mar, despensa, área de serviço, dependência completa e 2 vagas.<br>Vamos agendar sua visita? -","Apartamento vista mar com 3 quartos, para alugar no Meireles",APARTMENT,2.0,1.0,1.0,RESIDENTIAL,3.0,Meireles,-3.725361,-38.511847,900,2000,1118
15,['KITCHEN'],35.0,"Localizado há 1 quadra da Praça da Estação, próximo ao Dragão dos Parafusos, Casa dos Colchões, Freitas Varejo, com fácil acesso ao Hospital Geral Dr. César Cals, Praça José de Alencar, Farmácias Pague Menos e outras facilidades no centro da cidade.<br>Dispõe de 35m², sala conjugada com cozinha e banheiro social.<br>Venha conhecer! -","Apartamento com 1 quarto para alugar, no bairro Centro",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Centro,-3.723847,-38.531504,244,280,130
16,"['GATED_COMMUNITY', 'KITCHEN', 'BALCONY', 'SERVICE_AREA']",100.0,"Localizado entre as avenidas Antônio Sales e Heráclito Graça, próximo ao Hospital de Olhos Leiria de Andrade, Ginásio Paulo Sarasate, Cometa e outras facilidades!<br>Dispõe de 100 m², sala, varanda ampla, 3 quartos sendo 1 suíte, cozinha e área de serviço.<br>Vamos agendar sua visita? -",Apartamento com 3 quartos para alugar no bairro Joaquim Távora,APARTMENT,0.0,1.0,1.0,RESIDENTIAL,3.0,Joaquim Távora,-3.73956,-38.513876,0,900,0
18,[],30.0,"APARTAMENTO - MONTESE- WALDERY UCHOA, 1478 APTO C - Sala, 01 Dormitório, Cozinha Americana, Wc Social, Área Serviço, Nascente, Próximo à Panificadora Costa Mendes.","APARTAMENTO - MONTESE- WALDERY UCHOA, 1478 APTO C - Sala, 01 Dormitório, Cozinha Americana, Wc Socia",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Damas,-3.752185,-38.546354,0,450,0
19,"['POOL', 'FURNISHED', 'PLAYGROUND', 'GYM', 'SAUNA']",75.0,"Apartamento para Aluguel, 75m² por R$ 4.000/Mês. Meireles - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>Edificio Chronos\n\nApartamento mobiliado e decorado, vista mar , dois quartos sendo 1 suíte , banheiro social , cozinha projetada , lazer completo com piscina de raia , academia , sala de jogos, MarketPlace (mercadinho self service), sauna , playground, etc. -",Chronos Vista Mar Mobiliado,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Meireles,-3.725501,-38.500486,0,4000,0
23,"['KITCHEN', 'SERVICE_AREA']",45.0,,Apartamento,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Cidade dos Funcionários,-3.7304512,-38.5217989,0,750,0
28,[],85.0,"MARAPONGA - RUA CAPITÃO AMERICO MENEZES, 277 APT 103 BL C1 VILAGE DOS PINHEIROS - APROXIMADAMENTE 80M² - SALA, 3 DORMITORIOS, COZINHA, WC SOCIAL, ÁREA DE SERVIÇO, 1 VAGA.","MARAPONGA - RUA CAPITÃO AMERICO MENEZES, 277 APT 103 BL C1 VILAGE DOS PINHEIROS - APROXIMADAMENTE 80",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Parangaba,-3.781928,-38.568323,0,950,0
30,"['GATED_COMMUNITY', 'SERVICE_AREA', 'PLAYGROUND', 'SPORTS_COURT', 'KITCHEN', 'SECURITY_24_HOURS']",75.0,"Apartamento a 2 quadras da Av. Bezerra de Menezes, próximo a Unifanor, Colégio Master, com fácil acesso ao North Shopping e outras facilidades.<br>Dispõe de 75 m², sala de estar e jantar, 3 quartos sendo 1 suíte, cozinha, banheiro social, área de serviço e 1 vaga.<br>Vamos agendar sua visita? -","Apartamento com 3 quartos para alugar, próximo à Av. Bezerra de Menezes",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,São Gerardo,-3.732213,-38.556511,650,850,354
32,[],30.0,"MARAPONGA - R. FRANCISCO GLICERIO, 742, 30M², Sala, Dormitório, Wc Social, Cozinha Americana, Área de Serviço, Todo Gradeado, Proximo à Farmácia PAGUE MENOS da Av. Godofredo Maciel e ao Maraponga MART MODA.","MARAPONGA - R. FRANCISCO GLICERIO, 742, 30M², Sala, Dormitório, Wc Social, Cozinha Americana, Área d",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Maraponga,-3.796169,-38.568037,1,670,0
35,"['POOL', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'GOURMET_BALCONY']",400.0,"Casa para Aluguel, 400m² por R$ 10.000/Mês. De Lourdes - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>Linda mansão mobiliada nas Dunas.\nCasa duplex com 5 suítes e mais 2 quartos.\nPossui piscina, deck, churrasqueira, varanda com acesso pelas suítes na parte superior.\nExcelente localização, ao lado do RioMar Fortaleza. -",Mansão mobiliada nas Dunas (De Lourdes),HOME,7.0,0.0,0.0,RESIDENTIAL,7.0,De Lourdes,-3.737188,-38.468913,0,10000,0
37,"['KITCHEN', 'BACKYARD', 'SERVICE_AREA']",118.0,"Localizado ao lado da farmácia Extrafarma, North Shopping, próximo a padaria Pão de Trigo, Exalla Cosméticos, Youth Idiomas, Restaurante Cearoca, banco Bradesco, Freitas Varejo, Grau Técnico, com fácil acesso ao Colégio Master, supermercado Pão de Açúcar, Igreja de São Gerardo e outras conveniências.<br>Casa dispõe de 118 m², sala com 2 ambientes, 2 quartos, banheiro social, corredor, cozinha, quintal, área de serviço e 2 vagas de garagem.<br>Venha conhecer! -",Casa com 2 quartos para alugar no bairro São Gerardo,HOME,2.0,0.0,0.0,RESIDENTIAL,2.0,Presidente Kennedy,-3.735343,-38.563883,0,1700,841
40,[],280.0,"Casa à Venda/Aluguel, 280m² por R$ 1.200.000. Meireles - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>Casa com ótima localização\nente Costa Barros e Pereira Filgueiras.\nÁrea do terreno: 240m²\nÁrea construída: 280m² -",Excelente localização,HOME,2.0,0.0,0.0,RESIDENTIAL,3.0,Meireles,-3.729261,-38.512973,0,8000,0
43,"['KITCHEN', 'SERVICE_AREA']",100.0,"Dispõe de 100m², sala, 2 quartos sendo suítes, cozinha americana e área de serviço.<br>Localizado a 1 quadra do Hospital Central de Fortaleza, próximo ao Mormaço Art & Decor, CEPEP Faculdade, Av. da Universidade, Faculdade de Direito da UFC, com fácil acesso a Av. Domingos Olímpio, Instituto Dr. José Frota e outras conveniências.<br>Venha conhecer! -","Apartamento com 2 quartos para alugar, no Bairro Centro",APARTMENT,0.0,2.0,2.0,RESIDENTIAL,2.0,Centro,-3.733478,-38.534065,0,800,0
45,"['KITCHEN', 'INTERCOM', 'GARDEN', 'PLAYGROUND', 'SERVICE_AREA']",170.0,"Localizado há 1 quadra da Av. Padre Antônio Tomás, próximo a Confiserie Confeitaria, Loop Pet Shop, Creche Escola Caminho do Sol, com fácil acesso ao Colégio Ari de Sá, Cometa Supermercados, Hospital Aldeota, OTOS Aldeota, entre outras facilidades.<br>Apartamento de 170 m² com sala ampla, 3 suítes com armários, varanda, cozinha, despensa, área de serviço, dependência completa e 2 vagas.<br>Venha Conhecer! -","Apartamento com 3 suítes para alugar, próximo à Av. Padre Antônio Tomás",APARTMENT,2.0,3.0,3.0,RESIDENTIAL,3.0,Aldeota,-3.744234,-38.490976,1050,1600,1266
46,"['POOL', 'GOURMET_BALCONY']",75.0,"Apartamento para Aluguel, 75m² por R$ 3.400/Mês. Meireles - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>Firenze Residence\nLuxuoso apartamento de 75 m². O apartamento possui uma sala de estar com uma cozinha americana totalmente equipada, uma suíte com uma banheira, um segundo quarto, um banheiro social, varanda com vista mar e 2 vagas de garagem.. -","Mobiliado com vista mar, ao lado do Landscape",APARTMENT,2.0,0.0,0.0,RESIDENTIAL,2.0,Meireles,-3.726138,-38.498173,600,3400,0
47,"['KITCHEN', 'ELEVATOR']",26.0,"Localizado a 3 quadras da Av. Leste Oeste, próximo a praça da estação, shopping Central, Hospital Geral Dr. Cesar Cals, Praça José de Alencar, Farmácias Pague Menos e outras conveniências.<br>Dispõe de 26 m², sala conjugada com cozinha e banheiro social.<br>Venha conhecer! -",Apartamento com 1 quarto para alugar no bairro Centro - Fortaleza/CE,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Centro,-3.723847,-38.531504,243,280,84
52,['KITCHEN'],25.0,"Apartamento para Aluguel, 25m² por R$ 240/Ano. Centro - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Luciana Silveira! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Luciana Silveira entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Luciana Silveira: <br><br>kitnet novos, na rua Solon Pinheiro próximo a Av Domingos Olímpio, <br> 1 quarto e cozinha. <br><br>R$ 480,00 <br>obs não tem condomínio.<br><br>mais informações <br>Luciana Silveira <br>creci 21097",Kitnet no Centro,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Centro,-3.739076,-38.529349,240,240,0
60,"['KITCHEN', 'SERVICE_AREA']",40.0,"Localizado próximo aos supermercados Centerbox e Cometa, Posto de Saúde Parque São José, Smart Fit, Solares Shopping, além de fácil acesso à Av. Perimetral e outras conveniências!<br>Dispõe de 40 m², 2 quartos, sala, cozinha americana, banheiro social, varanda e área de serviço.<br>Venha conhecer! -","Apartamento com 2 dormitórios para alugar, 40 m² por R$ 450,00/mês - Parque São José - Fortaleza/CE",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Parque São José,-3.79874,-38.590015,0,450,208
61,"['KITCHEN', 'SERVICE_AREA']",70.0,"Localizado a 1 quadras da Av. Jovita Feitosa, próximo a Ordones Sandwish, Carneiro do Ordones, CLEC Centro de Línguas, com fácil acesso a Av. José Jatahy, Supermercado Frangolândia, Shopping Benfica, Av. Bezerra de Menezes e outras conveniências.<br>Dispõe de 70 m², sala, cozinha, 2 quartos sendo 1 suíte, área de serviço e 1 vaga de garagem.<br>Venha conhecer! -",Apartamento com 2 quartos para alugar no bairro Parque Araxá,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Parque Araxá,-3.736881,-38.547125,0,850,164
64,[],37.0,"CENTRO - R J. da Penha, 248, Apto 203 ED. San Torino, Sala, Cozinha Americana, Suite, 01 VAGA.","CENTRO - R J. da Penha, 248, Apto 203 ED. San Torino, Sala, Cozinha Americana, Suite, 01 VAGA.",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,1.0,Centro,-3.733138,-38.519046,301,900,0
66,"['GATED_COMMUNITY', 'KITCHEN', 'SEA_VIEW', 'SERVICE_AREA']",72.0,"Localizado na Av. Sargento Hermínio, próximo ao shopping RioMar Kennedy, Polo de Lazer Sargento Hermínio, supermercado Guará e outras facilidades.<br>Dispõe de 71 m², sala, varanda, 2 quartos, cozinha com armários, área de serviço e banheiro social e de serviço.<br>Venha conhecer! -","Apartamento com 2 dormitórios para alugar, 72 m² por R$ 1.100,00/mês - Monte Castelo - Fortaleza/CE",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Monte Castelo,-3.727244,-38.564611,252,1100,0
68,"['ADULT_GAME_ROOM', 'LAUNDRY', 'GYM', 'GOURMET_BALCONY']",107.0,"Apartamento à Venda/Aluguel, 107m² por R$ 680.000. Porto das Dunas - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>O Beach Living é um condomínio completo com localização espetacular frente a praia no Porto das Dunas, uma das Praias mais procurada do Brasil, ao lado do Beach Park, considerado o melhor parque aquático da América Latina. O apartamento contém 3 quartos e 3 banheiros, uma sala de estar, uma cozinha equipada, lavanderia, uma varanda grande, ideal para aproveitar bons momentos com a família. O Beach Living lhe oferece também piscinas com brinquedos aquáticos e Salva-Vidas, um salão de Jogos, uma academia, uma quadra de futebol e um acesso privilegiado do condomínio para a praia -",Mobiliado - 3 quartos no Beach Living,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,3.0,Centro,-3.90204,-38.389427,0,3800,0
70,"['KITCHEN', 'SERVICE_AREA']",47.0,"Apartamento projetado, dispõe de 46,78m², sala, cozinha americana, área de serviço, 2 quartos, 1 banheiro social e 1 vaga de garagem.<br>Localizado próximo Maraponga Mart Moda, Shopping Maraponga, Correios, Upa, Uece, Cometa Supermercado, com fácil acesso a Av. Godofredo Maciel, Av. Bernardo Manuel, restaurantes e outras facilidades.<br>Venha conhecer! -",Apartamento com 2 quartos para alugar na Maraponga - Fortaleza/CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Dendê,-3.798585,-38.556103,189,1250,0
71,"['GATED_COMMUNITY', 'KITCHEN', 'INTERCOM', 'GARDEN', 'SERVICE_AREA']",113.0,"Localizado próximo a Rua Padre Cicero, supermercado Super Gentilândia, Av. da Universidade, com fácil acesso ao Juizado de Violência Doméstica, Escola E.E.F.M. Centro dos Retalhistas, Av. José Jatahy, UFC, Estação Benfica e outras conveniências.<br>Dispõe de 113 m², sala ampla, cozinha com armários, 2 quartos sendo 1 suíte com armários, banheiro social, área de serviço e 1 vaga de garagem.<br>Venha conhecer! -","Apartamento com 2 quartos para alugar, no bairro Benfica",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Benfica,-3.745849,-38.540971,684,1100,0
78,[],36.0,"FATIMA - ED LUIZA MARINHO CARVALHO APROXIMADAMENTE 36M², SALA, 1 SUITE, COPA, PISO CERAMICO, PINTURA NOVA, S/GARAGEM","FATIMA - ED LUIZA MARINHO CARVALHO APROXIMADAMENTE 36M², SALA, 1 SUITE, COPA, PISO CERAMICO, PINTURA",APARTMENT,0.0,1.0,1.0,RESIDENTIAL,1.0,José Bonifácio,-3.742247,-38.531176,46,600,0
79,"['KITCHEN', 'SERVICE_AREA']",70.0,"Apartamento com fácil acesso à Av. Silas Munguba, Smart Fit, GBarbosa, Shopping Parangaba, terminal de integração, UECE e outras conveniências!<br>Dispõe de 70 m², sala ampla, 2 quartos, cozinha, banheiro social, área de serviço e 1 vaga na garagem.<br>Vamos agendar sua visita? -","Apartamento com 2 quartos para alugar, na Parangaba",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Parangaba,-3.77891,-38.556031,0,600,613
81,[],4000.0,"FRENTE (M) 40m, FUNDOS (M) 100m, LINHA DE ONIBUS PARANGABA PAPICU, AREA 4000m², POSIÇÃO: NORTE NASCENTE, PROXIMIDADES PROXIMO AO BOM PREÇO DA ENG. SANTANA JUNIOR","Excelente terreno na Valdetário Mota, proximo ao São Mateus, Bom Preço, Sam´s Club, Terminal do Papi",RESIDENTIAL_ALLOTMENT_LAND,0.0,0.0,0.0,RESIDENTIAL,0.0,Vicente Pinzon,-3.733691,-38.47864,0,10000,0
85,['FURNISHED'],80.0,"Apartamento para Aluguel, 80m² por R$ 4.500/Mês. Mucuripe - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>Enseada do Mucuripe. \nLindo apartamento mobiliado.\n20 mt da Beira Mar \n3 quartos, sendo 2 suítes. \nTodo projetado e mobiliado \n2 vagas\n80m² -",Lindo MOBILIADO Enseada do Mucuripe.,APARTMENT,0.0,0.0,0.0,RESIDENTIAL,3.0,Mucuripe,-3.723419,-38.481613,0,4500,0
86,"['GATED_COMMUNITY', 'KITCHEN', 'SERVICE_AREA']",78.0,"Apartamento localizado próximo ao North Shopping Jóquei, Hospital da Mulher, Estácio, Ecopoint, Extra hipermercado e outras facilidades!<br>Dispõe de 78 m², 2 quartos, sendo 1 deles com armários, sala em 2 ambientes, varanda, cozinha, banheiro social, área de serviço e 1 vaga.<br>Vamos agendar sua visita? -","Apartamento com 2 quartos para alugar, próximo ao North Shopping Jóquei",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Jóquei Clube,-3.767206,-38.573922,250,1100,289
87,"['KITCHEN', 'INTERCOM', 'SERVICE_AREA']",60.0,"Dispõe de 60 m², sala ampla, 2 quartos sendo 1 suíte, banheiro social, cozinha americana, área de serviço e 1 vaga de garagem rotativa.<br>Localizado a 2 quadras dos Correios, Hospital Universitário Walter Cantídio, próximo ao Banco do Brasil, Av. José Bastos, Hemoce e outras conveniências.<br>Venha conhecer! -","Apartamento com 2 quartos para alugar, no bairro Rodolfo Teófilo",APARTMENT,0.0,1.0,1.0,RESIDENTIAL,2.0,Rodolfo Teófilo,-3.750329,-38.554183,120,850,0
92,"['POOL', 'GYM', 'SERVICE_AREA', 'GOURMET_BALCONY', 'PARTY_HALL', 'CLOSET']",315.0,"Apartamento para Aluguel, 315m² por R$ 5.000/Mês. Guararapes - Fortaleza/CE <br><br>Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Marcelo Vera! <br><br>Basta preencher o formulário com nome, telefone e e-mail e enviar. Pronto! Agora o corretor da Marcelo Vera entrará em contato para confirmar interesse e agendar uma visita. <br><br>Se tiver alguma dúvida, é só entrar em contato com a Arbo pelo número anunciado ao lado. Lembre-se que o imóvel está sujeito à confirmação de disponibilidade e valores. <br><br>Confira mais sobre o imóvel da Marcelo Vera: <br><br>Apto. de 315 m² disponível no Edifício Touriz no Guararapes, próximo ao Iguatemi.\nAndar Alto.\n315 m² , um apto. por andar, com 4 suítes, sala, cozinha, despensa, área de serviço, dependência completa de empregada, varanda, móveis projetados, closet, jacuzzi.\n\n4 vagas de garagem.\n\nCondomínio com área de lazer completa, academia, piscina, salão de festas, brinquedoteca. -","315m² no Guararapes, próximo ao Iguatemi.",APARTMENT,4.0,0.0,0.0,RESIDENTIAL,4.0,Engenheiro Luciano Cavalcante,-3.761527,-38.486656,2250,5000,0
93,"['GATED_COMMUNITY', 'KITCHEN', 'GARDEN', 'LAUNDRY']",50.0,"Apartamento com ótima localização, fácil acesso às avenidas Humberto Monte e José Bastos, próximo ao Colégio Christus, Maternidade Escola e outras conveniências!<br>Dispõe de 50 m², sala, 2 quartos, cozinha americana, banheiro social, lavanderia e 1 vaga.<br>Vamos agendar sua visita? -",Apartamento com 2 quartos para alugar próximo à Av. Humberto Monte,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Rodolfo Teófilo,-3.749449,-38.557075,150,750,79
94,"['KITCHEN', 'ELEVATOR', 'INTERCOM', 'ALARM_SYSTEM', 'SERVICE_AREA']",69.0,"Mega Imóveis aluga apartamento (69,25 m²) com 02 suítes, 01 com closet e 1 reversível, sala ampla, cozinha americana, armários, área de serviço e dependência de empregada. Condomínio conta com 2 elevadores, salão de festas e 01 vaga (para até 2 carros). -","Apartamento com 2 dormitórios para alugar, 69 m² por R$ 1.300,00/mês - Joaquim Távora - Fortaleza/CE",APARTMENT,1.0,2.0,2.0,RESIDENTIAL,2.0,Joaquim Távora,-3.747279,-38.511639,704,1300,0
0,['KITCHEN'],20.0,"Localizado quase esquina com Av. Pontes Vieira, próximo Academia Sentido Único, Farmácia Pague Menos, Ceará Motor, Vivo, Serpro, com fácil acesso a Av. Barão de Studart, Mercadinho São Luiz, Correios, Hospital Antônio Prudente entre outras conveniências.<br>Dispõe de 20 m², sala conjugada com cozinha, banheiro social.<br>Vamos agendar sua visita? -","Kitnet com 20m² para alugar, próximo à Av. Pontes Vieira",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,São João do Tauape,-3.753072,-38.51252,50,550,44
1,"['KITCHEN', 'SERVICE_AREA']",85.0,"Localizado próximo a Churrascaria e Pizzaria North Chopp, Igreja São Francisco de Paula, Banco Bradesco, North Shopping, com fácil acesso a Av. Bezerra de Menezes, farmácia Extrafarma, Habib's e outras conveniências.<br>Dispõe de 85 m², sala, cozinha, 2 quartos, banheiro social, área de serviço, dispensa, dependência completa e 1 vaga de garagem.<br>Vamos agendar sua visita? -",Apartamento com 2 quartos para alugar próximo ao North Shopping,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Presidente Kennedy,-3.735507,-38.567909,250,1500,197
4,['KITCHEN'],40.0,"Apartamento com fácil acesso à Av. Luciano Carneiro, Hospital Infantil Albert Sabin, Shopping Fortaleza Sul, colégio Antares e outras conveniências!<br>Dispõe de 40 m², com sala, 1 quarto, cozinha e banheiro social.<br>Vamos agendar sua visita? -","Apartamento com 1 quarto para alugar, no Vila União",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Vila União,-3.768159,-38.53132,190,499,94
10,"['ELEVATOR', 'SERVICE_AREA']",65.0,"Mega aluga excelentes aptos novos com 03 quartos, 01 suíte, 2 com armários, sala, varanda, banheiro social cozinha americana com armários, área de serviço, 01 vaga (65m²).<br><br>CONDOMÍNIO: com guarita elevada, recepção, 02 elevadores. -","Apartamento com 3 dormitórios para alugar, 65 m² por R$ 1.500,00/mês - Aldeota - Fortaleza/CE",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Aldeota,-3.733777,-38.516154,504,1500,67
12,"['KITCHEN', 'SERVICE_AREA']",50.0,"Localizada entre as avenidas Bezerra de Menezes e Jovita Feitosa, próximo ao Colégio Maximus, Shopping Bosque Open Mall, com fácil acesso ao North Shopping e outras conveniências!<br>Dispõe de 50 m², sala, 1 quarto, cozinha, banheiro social e área de serviço.<br>Vamos agendar sua visita? -","Casa com 1 quarto, próximo à Av. Bezerra de Menezes",HOME,0.0,0.0,0.0,RESIDENTIAL,1.0,Parquelândia,-3.736968,-38.557167,0,650,138
